big data;artificial intelligence;autoimmunity;Sjogren;SjS;RA;SLE;lupus;machine learning;modelisation;random forest;classification
Total_number_of_articles;62647
>11602489;First_Filter=FAILED;Last_filter=FAILED
>11600739;First_Filter=FAILED;Last_filter=FAILED
>11600223;First_Filter=FAILED;Last_filter=FAILED
>11594789;First_Filter=FAILED;Last_filter=FAILED
>11593454;First_Filter=FAILED;Last_filter=FAILED
>11592373;First_Filter=FAILED;Last_filter=FAILED
>11592372;First_Filter=FAILED;Last_filter=FAILED
>11592039;First_Filter=FAILED;Last_filter=PASSED
>11592035;First_Filter=FAILED;Last_filter=FAILED
>11591124;First_Filter=FAILED;Last_filter=FAILED
>11590899;First_Filter=FAILED;Last_filter=FAILED
>11589181;First_Filter=FAILED;Last_filter=FAILED
>11589082;First_Filter=FAILED;Last_filter=FAILED
>11581307;First_Filter=FAILED;Last_filter=FAILED
>11579709;First_Filter=FAILED;Last_filter=FAILED
>11579704;First_Filter=FAILED;Last_filter=FAILED
>11578968;First_Filter=FAILED;Last_filter=FAILED
>11578962;First_Filter=FAILED;Last_filter=FAILED
>11578020;First_Filter=FAILED;Last_filter=FAILED
>11577994;First_Filter=FAILED;Last_filter=FAILED
>11577404;First_Filter=FAILED;Last_filter=FAILED
>11571477;First_Filter=FAILED;Last_filter=FAILED
>11570783;First_Filter=FAILED;Last_filter=FAILED
>11570643;First_Filter=FAILED;Last_filter=FAILED
>11570008;First_Filter=FAILED;Last_filter=FAILED
>11566625;First_Filter=FAILED;Last_filter=FAILED
>11564073;First_Filter=FAILED;Last_filter=FAILED
>11563818;First_Filter=FAILED;Last_filter=FAILED
>11562857;First_Filter=FAILED;Last_filter=FAILED
>11562080;First_Filter=FAILED;Last_filter=FAILED
>11561111;First_Filter=FAILED;Last_filter=FAILED
>11558195;First_Filter=FAILED;Last_filter=FAILED
>11558125;First_Filter=FAILED;Last_filter=FAILED
>11555773;First_Filter=FAILED;Last_filter=FAILED
>11552993;First_Filter=FAILED;Last_filter=FAILED
>11552608;First_Filter=FAILED;Last_filter=FAILED
>11550984;First_Filter=FAILED;Last_filter=FAILED
>11550982;First_Filter=FAILED;Last_filter=FAILED
>11550968;First_Filter=FAILED;Last_filter=FAILED
>11550966;First_Filter=FAILED;Last_filter=FAILED
>11549840;First_Filter=FAILED;Last_filter=FAILED
>11549371;First_Filter=FAILED;Last_filter=PASSED
>11545417;First_Filter=FAILED;Last_filter=FAILED
>11536171;First_Filter=FAILED;Last_filter=FAILED
>11535519;First_Filter=FAILED;Last_filter=FAILED
>11534506;First_Filter=FAILED;Last_filter=FAILED
>11532066;First_Filter=FAILED;Last_filter=FAILED
>11531958;First_Filter=FAILED;Last_filter=FAILED
>11531001;First_Filter=FAILED;Last_filter=FAILED
>11531000;First_Filter=FAILED;Last_filter=FAILED
>11530997;First_Filter=FAILED;Last_filter=FAILED
>11530996;First_Filter=FAILED;Last_filter=FAILED
>11530994;First_Filter=FAILED;Last_filter=FAILED
>11530991;First_Filter=FAILED;Last_filter=FAILED
>11529632;First_Filter=FAILED;Last_filter=FAILED
>11529629;First_Filter=FAILED;Last_filter=PASSED
>11529377;First_Filter=FAILED;Last_filter=FAILED
>24383733;First_Filter=FAILED;Last_filter=FAILED
>11528517;First_Filter=FAILED;Last_filter=FAILED
>11526727;First_Filter=FAILED;Last_filter=FAILED
>11523210;First_Filter=FAILED;Last_filter=FAILED
>11522056;First_Filter=FAILED;Last_filter=FAILED
>11522000;First_Filter=FAILED;Last_filter=FAILED
>11521515;First_Filter=FAILED;Last_filter=FAILED
>11519900;First_Filter=FAILED;Last_filter=FAILED
>11519163;First_Filter=FAILED;Last_filter=FAILED
>11518040;First_Filter=FAILED;Last_filter=FAILED
>11518002;First_Filter=FAILED;Last_filter=FAILED
>11517745;First_Filter=FAILED;Last_filter=FAILED
>11517744;First_Filter=FAILED;Last_filter=FAILED
>11517743;First_Filter=FAILED;Last_filter=FAILED
>11517569;First_Filter=FAILED;Last_filter=FAILED
>11517489;First_Filter=FAILED;Last_filter=FAILED
>11513551;First_Filter=FAILED;Last_filter=FAILED
>11511754;First_Filter=FAILED;Last_filter=FAILED
>11510224;First_Filter=FAILED;Last_filter=FAILED
>11510158;First_Filter=FAILED;Last_filter=FAILED
>11509582;First_Filter=FAILED;Last_filter=FAILED
>11508753;First_Filter=FAILED;Last_filter=FAILED
>11508435;First_Filter=FAILED;Last_filter=FAILED
>11506299;First_Filter=FAILED;Last_filter=FAILED
>11505631;First_Filter=FAILED;Last_filter=FAILED
>11503139;First_Filter=FAILED;Last_filter=FAILED
>11502919;First_Filter=FAILED;Last_filter=FAILED
>11499338;First_Filter=FAILED;Last_filter=FAILED
>11499298;First_Filter=FAILED;Last_filter=FAILED
>11495297;First_Filter=FAILED;Last_filter=FAILED
>11491495;First_Filter=FAILED;Last_filter=FAILED
>11491494;First_Filter=FAILED;Last_filter=FAILED
>11490515;First_Filter=FAILED;Last_filter=FAILED
>11490026;First_Filter=FAILED;Last_filter=FAILED
>11488639;First_Filter=FAILED;Last_filter=FAILED
>11488067;First_Filter=FAILED;Last_filter=FAILED
>11480853;First_Filter=FAILED;Last_filter=FAILED
>11480850;First_Filter=FAILED;Last_filter=FAILED
>11480849;First_Filter=FAILED;Last_filter=FAILED
>11480847;First_Filter=FAILED;Last_filter=FAILED
>11480846;First_Filter=FAILED;Last_filter=FAILED
>11480845;First_Filter=FAILED;Last_filter=FAILED
>11480843;First_Filter=FAILED;Last_filter=FAILED
>11479590;First_Filter=FAILED;Last_filter=FAILED
>11477279;First_Filter=FAILED;Last_filter=FAILED
>11476905;First_Filter=FAILED;Last_filter=FAILED
>11474881;First_Filter=FAILED;Last_filter=FAILED
>11472590;First_Filter=FAILED;Last_filter=FAILED
>11472438;First_Filter=FAILED;Last_filter=FAILED
>11472413;First_Filter=FAILED;Last_filter=PASSED
>11471173;First_Filter=FAILED;Last_filter=FAILED
>11469526;First_Filter=FAILED;Last_filter=FAILED
>11469460;First_Filter=FAILED;Last_filter=FAILED
>11460209;First_Filter=FAILED;Last_filter=FAILED
>11455738;First_Filter=FAILED;Last_filter=FAILED
>11447475;First_Filter=FAILED;Last_filter=FAILED
>11446683;First_Filter=FAILED;Last_filter=FAILED
>11443641;First_Filter=FAILED;Last_filter=FAILED
>11439169;First_Filter=FAILED;Last_filter=FAILED
>11439168;First_Filter=FAILED;Last_filter=FAILED
>11439148;First_Filter=FAILED;Last_filter=FAILED
>11438034;First_Filter=FAILED;Last_filter=FAILED
>11437496;First_Filter=FAILED;Last_filter=FAILED
>11435752;First_Filter=FAILED;Last_filter=FAILED
>11434581;First_Filter=FAILED;Last_filter=FAILED
>11434580;First_Filter=FAILED;Last_filter=FAILED
>11434579;First_Filter=FAILED;Last_filter=PASSED
>11434578;First_Filter=FAILED;Last_filter=FAILED
>11434577;First_Filter=FAILED;Last_filter=FAILED
>11434576;First_Filter=FAILED;Last_filter=FAILED
>11434575;First_Filter=FAILED;Last_filter=FAILED
>11434574;First_Filter=FAILED;Last_filter=FAILED
>11434573;First_Filter=FAILED;Last_filter=FAILED
>11434477;First_Filter=FAILED;Last_filter=FAILED
>11431857;First_Filter=FAILED;Last_filter=FAILED
>11426030;First_Filter=FAILED;Last_filter=FAILED
>11426024;First_Filter=FAILED;Last_filter=FAILED
>11424741;First_Filter=FAILED;Last_filter=FAILED
>11424504;First_Filter=FAILED;Last_filter=FAILED
>11422911;First_Filter=FAILED;Last_filter=FAILED
>11422212;First_Filter=FAILED;Last_filter=FAILED
>11422127;First_Filter=FAILED;Last_filter=FAILED
>11422126;First_Filter=FAILED;Last_filter=FAILED
>11421851;First_Filter=FAILED;Last_filter=FAILED
>11421302;First_Filter=FAILED;Last_filter=FAILED
>11420848;First_Filter=FAILED;Last_filter=FAILED
>11419087;First_Filter=FAILED;Last_filter=FAILED
>11418695;First_Filter=FAILED;Last_filter=FAILED
>11417305;First_Filter=FAILED;Last_filter=FAILED
>11414264;First_Filter=FAILED;Last_filter=FAILED
>11410076;First_Filter=FAILED;Last_filter=FAILED
>11410699;First_Filter=FAILED;Last_filter=FAILED
>11410251;First_Filter=FAILED;Last_filter=FAILED
>11406523;First_Filter=FAILED;Last_filter=FAILED
>11404827;First_Filter=FAILED;Last_filter=FAILED
>11404826;First_Filter=FAILED;Last_filter=FAILED
>11404825;First_Filter=FAILED;Last_filter=FAILED
>11404728;First_Filter=FAILED;Last_filter=FAILED
>11407693;First_Filter=FAILED;Last_filter=FAILED
>11407692;First_Filter=FAILED;Last_filter=FAILED
>11407317;First_Filter=FAILED;Last_filter=FAILED
>11407302;First_Filter=FAILED;Last_filter=FAILED
>11407299;First_Filter=FAILED;Last_filter=FAILED
>11407076;First_Filter=FAILED;Last_filter=FAILED
>11403268;First_Filter=FAILED;Last_filter=FAILED
>11403267;First_Filter=FAILED;Last_filter=FAILED
>11403266;First_Filter=FAILED;Last_filter=FAILED
>11403265;First_Filter=FAILED;Last_filter=FAILED
>11403262;First_Filter=FAILED;Last_filter=FAILED
>11403225;First_Filter=FAILED;Last_filter=FAILED
>11393663;First_Filter=FAILED;Last_filter=FAILED
>11393422;First_Filter=FAILED;Last_filter=FAILED
>11392599;First_Filter=FAILED;Last_filter=FAILED
>11390516;First_Filter=FAILED;Last_filter=FAILED
>11389783;First_Filter=FAILED;Last_filter=PASSED
>11388094;First_Filter=FAILED;Last_filter=FAILED
>11388091;First_Filter=FAILED;Last_filter=FAILED
>11386255;First_Filter=FAILED;Last_filter=FAILED
>24383697;First_Filter=FAILED;Last_filter=FAILED
>24383693;First_Filter=FAILED;Last_filter=FAILED
>11378584;First_Filter=FAILED;Last_filter=FAILED
>11377823;First_Filter=FAILED;Last_filter=FAILED
>11375285;First_Filter=FAILED;Last_filter=FAILED
>11373115;First_Filter=FAILED;Last_filter=FAILED
>11372671;First_Filter=FAILED;Last_filter=FAILED
>11371671;First_Filter=FAILED;Last_filter=FAILED
>11361881;First_Filter=FAILED;Last_filter=FAILED
>11361266;First_Filter=FAILED;Last_filter=FAILED
>11361227;First_Filter=FAILED;Last_filter=FAILED
>11359450;First_Filter=FAILED;Last_filter=FAILED
>11356443;First_Filter=FAILED;Last_filter=FAILED
>11352789;First_Filter=FAILED;Last_filter=PASSED
>11352255;First_Filter=FAILED;Last_filter=FAILED
>11352244;First_Filter=FAILED;Last_filter=FAILED
>11352243;First_Filter=FAILED;Last_filter=FAILED
>11350849;First_Filter=FAILED;Last_filter=FAILED
>11347791;First_Filter=FAILED;Last_filter=FAILED
>11344831;First_Filter=FAILED;Last_filter=FAILED
>11344823;First_Filter=FAILED;Last_filter=FAILED
>11344706;First_Filter=FAILED;Last_filter=FAILED
>11344381;First_Filter=FAILED;Last_filter=FAILED
>11342672;First_Filter=FAILED;Last_filter=FAILED
>11342352;First_Filter=FAILED;Last_filter=FAILED
>11341109;First_Filter=FAILED;Last_filter=FAILED
>11341108;First_Filter=FAILED;Last_filter=FAILED
>11341106;First_Filter=FAILED;Last_filter=FAILED
>11341105;First_Filter=FAILED;Last_filter=FAILED
>11341104;First_Filter=FAILED;Last_filter=FAILED
>11341103;First_Filter=FAILED;Last_filter=FAILED
>11341102;First_Filter=FAILED;Last_filter=PASSED
>11341101;First_Filter=FAILED;Last_filter=FAILED
>11334313;First_Filter=FAILED;Last_filter=FAILED
>11330557;First_Filter=FAILED;Last_filter=FAILED
>11327263;First_Filter=FAILED;Last_filter=FAILED
>11327262;First_Filter=FAILED;Last_filter=FAILED
>11327250;First_Filter=FAILED;Last_filter=FAILED
>11327249;First_Filter=FAILED;Last_filter=FAILED
>11327248;First_Filter=FAILED;Last_filter=FAILED
>11327247;First_Filter=FAILED;Last_filter=FAILED
>11327246;First_Filter=FAILED;Last_filter=FAILED
>11326473;First_Filter=FAILED;Last_filter=FAILED
>11324790;First_Filter=FAILED;Last_filter=FAILED
>11324784;First_Filter=FAILED;Last_filter=FAILED
>11322370;First_Filter=FAILED;Last_filter=FAILED
>11318802;First_Filter=FAILED;Last_filter=FAILED
>11318593;First_Filter=FAILED;Last_filter=FAILED
>11315975;First_Filter=FAILED;Last_filter=FAILED
>11315926;First_Filter=FAILED;Last_filter=FAILED
>11315925;First_Filter=FAILED;Last_filter=FAILED
>11315360;First_Filter=FAILED;Last_filter=FAILED
>11315358;First_Filter=FAILED;Last_filter=FAILED
>11315357;First_Filter=FAILED;Last_filter=FAILED
>11315356;First_Filter=FAILED;Last_filter=FAILED
>11315355;First_Filter=FAILED;Last_filter=FAILED
>11315354;First_Filter=FAILED;Last_filter=PASSED
>11315352;First_Filter=FAILED;Last_filter=FAILED
>11315351;First_Filter=FAILED;Last_filter=FAILED
>11315349;First_Filter=FAILED;Last_filter=FAILED
>11315347;First_Filter=FAILED;Last_filter=FAILED
>11315346;First_Filter=FAILED;Last_filter=FAILED
>11315344;First_Filter=FAILED;Last_filter=FAILED
>11315343;First_Filter=FAILED;Last_filter=FAILED
>11315341;First_Filter=FAILED;Last_filter=FAILED
>11314575;First_Filter=FAILED;Last_filter=FAILED
>11312382;First_Filter=FAILED;Last_filter=FAILED
>11312376;First_Filter=FAILED;Last_filter=FAILED
>11309162;First_Filter=FAILED;Last_filter=PASSED
>11304890;First_Filter=FAILED;Last_filter=FAILED
>11304506;First_Filter=FAILED;Last_filter=FAILED
>11303349;First_Filter=FAILED;Last_filter=FAILED
>11303309;First_Filter=FAILED;Last_filter=FAILED
>11302882;First_Filter=FAILED;Last_filter=FAILED
>11302880;First_Filter=FAILED;Last_filter=FAILED
>11302879;First_Filter=FAILED;Last_filter=FAILED
>11301643;First_Filter=FAILED;Last_filter=FAILED
>11298348;First_Filter=FAILED;Last_filter=FAILED
>11297170;First_Filter=FAILED;Last_filter=FAILED
>11296955;First_Filter=FAILED;Last_filter=FAILED
>11296954;First_Filter=FAILED;Last_filter=FAILED
>11296953;First_Filter=FAILED;Last_filter=FAILED
>11296952;First_Filter=FAILED;Last_filter=FAILED
>11296951;First_Filter=FAILED;Last_filter=FAILED
>11296453;First_Filter=FAILED;Last_filter=FAILED
>11296200;First_Filter=FAILED;Last_filter=FAILED
>11293962;First_Filter=FAILED;Last_filter=FAILED
>11293886;First_Filter=FAILED;Last_filter=FAILED
>11293885;First_Filter=FAILED;Last_filter=FAILED
>11293608;First_Filter=FAILED;Last_filter=PASSED
>11293279;First_Filter=FAILED;Last_filter=FAILED
>11292186;First_Filter=FAILED;Last_filter=FAILED
>11290404;First_Filter=FAILED;Last_filter=PASSED
>11288756;First_Filter=FAILED;Last_filter=FAILED
>11287987;First_Filter=FAILED;Last_filter=FAILED
>11287801;First_Filter=FAILED;Last_filter=FAILED
>11286544;First_Filter=FAILED;Last_filter=FAILED
>11285381;First_Filter=FAILED;Last_filter=FAILED
>11283519;First_Filter=FAILED;Last_filter=FAILED
>11282396;First_Filter=FAILED;Last_filter=PASSED
>11281396;First_Filter=FAILED;Last_filter=FAILED
>11280907;First_Filter=FAILED;Last_filter=FAILED
>11280901;First_Filter=FAILED;Last_filter=FAILED
>11280233;First_Filter=FAILED;Last_filter=FAILED
>11279543;First_Filter=FAILED;Last_filter=FAILED
>11277497;First_Filter=FAILED;Last_filter=FAILED
>11276282;First_Filter=FAILED;Last_filter=FAILED
>11276048;First_Filter=FAILED;Last_filter=PASSED
>11273184;First_Filter=FAILED;Last_filter=FAILED
>11269537;First_Filter=FAILED;Last_filter=FAILED
>11264689;First_Filter=FAILED;Last_filter=FAILED
>11263779;First_Filter=FAILED;Last_filter=FAILED
>11263776;First_Filter=FAILED;Last_filter=FAILED
>11262668;First_Filter=FAILED;Last_filter=FAILED
>11261791;First_Filter=FAILED;Last_filter=PASSED
>11260416;First_Filter=FAILED;Last_filter=PASSED
>11258605;First_Filter=FAILED;Last_filter=FAILED
>11257156;First_Filter=FAILED;Last_filter=FAILED
>11254829;First_Filter=FAILED;Last_filter=FAILED
>11254245;First_Filter=FAILED;Last_filter=FAILED
>11254242;First_Filter=FAILED;Last_filter=FAILED
>11253253;First_Filter=FAILED;Last_filter=FAILED
>11252692;First_Filter=FAILED;Last_filter=FAILED
>11249603;First_Filter=FAILED;Last_filter=PASSED
>11247869;First_Filter=FAILED;Last_filter=FAILED
>11247868;First_Filter=FAILED;Last_filter=FAILED
>11247329;First_Filter=FAILED;Last_filter=FAILED
>11246679;First_Filter=FAILED;Last_filter=FAILED
>11246663;First_Filter=FAILED;Last_filter=FAILED
>11246662;First_Filter=FAILED;Last_filter=FAILED
>11246661;First_Filter=FAILED;Last_filter=FAILED
>11246659;First_Filter=FAILED;Last_filter=FAILED
>11246606;First_Filter=FAILED;Last_filter=FAILED
>11245072;First_Filter=FAILED;Last_filter=FAILED
>11245059;First_Filter=FAILED;Last_filter=FAILED
>11244736;First_Filter=FAILED;Last_filter=FAILED
>11243511;First_Filter=FAILED;Last_filter=FAILED
>11243510;First_Filter=FAILED;Last_filter=FAILED
>11243509;First_Filter=FAILED;Last_filter=FAILED
>11243507;First_Filter=FAILED;Last_filter=FAILED
>11243506;First_Filter=FAILED;Last_filter=FAILED
>11241544;First_Filter=FAILED;Last_filter=FAILED
>11238674;First_Filter=FAILED;Last_filter=FAILED
>11237133;First_Filter=FAILED;Last_filter=FAILED
>11237132;First_Filter=FAILED;Last_filter=FAILED
>11237131;First_Filter=FAILED;Last_filter=FAILED
>11237129;First_Filter=FAILED;Last_filter=FAILED
>11237126;First_Filter=FAILED;Last_filter=FAILED
>11237125;First_Filter=FAILED;Last_filter=FAILED
>11237123;First_Filter=FAILED;Last_filter=FAILED
>11237121;First_Filter=FAILED;Last_filter=FAILED
>11231030;First_Filter=FAILED;Last_filter=FAILED
>11230862;First_Filter=FAILED;Last_filter=FAILED
>11229469;First_Filter=FAILED;Last_filter=FAILED
>11229467;First_Filter=FAILED;Last_filter=FAILED
>11229272;First_Filter=FAILED;Last_filter=FAILED
>11229138;First_Filter=FAILED;Last_filter=FAILED
>11228090;First_Filter=FAILED;Last_filter=FAILED
>11227660;First_Filter=FAILED;Last_filter=FAILED
>11227659;First_Filter=FAILED;Last_filter=FAILED
>24387020;First_Filter=FAILED;Last_filter=FAILED
>11226462;First_Filter=FAILED;Last_filter=FAILED
>11226290;First_Filter=FAILED;Last_filter=FAILED
>11221481;First_Filter=FAILED;Last_filter=FAILED
>11221157;First_Filter=FAILED;Last_filter=FAILED
>11224832;First_Filter=FAILED;Last_filter=FAILED
>11223074;First_Filter=FAILED;Last_filter=FAILED
>11222822;First_Filter=FAILED;Last_filter=FAILED
>11222504;First_Filter=FAILED;Last_filter=FAILED
>11218678;First_Filter=FAILED;Last_filter=FAILED
>11217647;First_Filter=FAILED;Last_filter=FAILED
>11217266;First_Filter=FAILED;Last_filter=FAILED
>11213948;First_Filter=FAILED;Last_filter=FAILED
>11212156;First_Filter=FAILED;Last_filter=FAILED
>11210776;First_Filter=FAILED;Last_filter=FAILED
>11210729;First_Filter=FAILED;Last_filter=FAILED
>11209978;First_Filter=FAILED;Last_filter=FAILED
>11206354;First_Filter=FAILED;Last_filter=FAILED
>11206350;First_Filter=FAILED;Last_filter=FAILED
>11204589;First_Filter=FAILED;Last_filter=FAILED
>11202230;First_Filter=FAILED;Last_filter=FAILED
>11202136;First_Filter=FAILED;Last_filter=FAILED
>11202118;First_Filter=FAILED;Last_filter=FAILED
>11201831;First_Filter=FAILED;Last_filter=FAILED
>11199930;First_Filter=FAILED;Last_filter=FAILED
>11199928;First_Filter=FAILED;Last_filter=FAILED
>11199927;First_Filter=FAILED;Last_filter=FAILED
>11199926;First_Filter=FAILED;Last_filter=FAILED
>11199925;First_Filter=FAILED;Last_filter=FAILED
>11199923;First_Filter=FAILED;Last_filter=FAILED
>11199922;First_Filter=FAILED;Last_filter=FAILED
>11199921;First_Filter=FAILED;Last_filter=FAILED
>11199920;First_Filter=FAILED;Last_filter=FAILED
>11197692;First_Filter=FAILED;Last_filter=FAILED
>11197305;First_Filter=FAILED;Last_filter=FAILED
>11196716;First_Filter=FAILED;Last_filter=FAILED
>11196685;First_Filter=FAILED;Last_filter=FAILED
>11196683;First_Filter=FAILED;Last_filter=FAILED
>11196659;First_Filter=FAILED;Last_filter=PASSED
>11196549;First_Filter=FAILED;Last_filter=FAILED
>11196548;First_Filter=FAILED;Last_filter=FAILED
>11196509;First_Filter=FAILED;Last_filter=FAILED
>11195007;First_Filter=FAILED;Last_filter=FAILED
>11189239;First_Filter=FAILED;Last_filter=FAILED
>11186909;First_Filter=FAILED;Last_filter=FAILED
>11185688;First_Filter=FAILED;Last_filter=FAILED
>11208354;First_Filter=FAILED;Last_filter=FAILED
>11207238;First_Filter=FAILED;Last_filter=FAILED
>11174142;First_Filter=FAILED;Last_filter=FAILED
>11172029;First_Filter=FAILED;Last_filter=FAILED
>11171686;First_Filter=FAILED;Last_filter=FAILED
>11171685;First_Filter=FAILED;Last_filter=FAILED
>11169260;First_Filter=FAILED;Last_filter=FAILED
>11169224;First_Filter=FAILED;Last_filter=FAILED
>11168747;First_Filter=FAILED;Last_filter=PASSED
>11168443;First_Filter=FAILED;Last_filter=FAILED
>11168010;First_Filter=FAILED;Last_filter=FAILED
>11168009;First_Filter=FAILED;Last_filter=FAILED
>11168008;First_Filter=FAILED;Last_filter=PASSED
>11166177;First_Filter=FAILED;Last_filter=PASSED
>11163754;First_Filter=FAILED;Last_filter=FAILED
>11162561;First_Filter=FAILED;Last_filter=FAILED
>11161982;First_Filter=FAILED;Last_filter=FAILED
>11161132;First_Filter=FAILED;Last_filter=FAILED
>11160768;First_Filter=FAILED;Last_filter=FAILED
>11160209;First_Filter=FAILED;Last_filter=FAILED
>11159506;First_Filter=FAILED;Last_filter=FAILED
>11158609;First_Filter=FAILED;Last_filter=FAILED
>11157855;First_Filter=FAILED;Last_filter=FAILED
>11157147;First_Filter=FAILED;Last_filter=FAILED
>11157140;First_Filter=FAILED;Last_filter=FAILED
>10755694;First_Filter=FAILED;Last_filter=FAILED
>10755693;First_Filter=FAILED;Last_filter=FAILED
>10753693;First_Filter=FAILED;Last_filter=FAILED
>10752218;First_Filter=FAILED;Last_filter=FAILED
>11156542;First_Filter=FAILED;Last_filter=FAILED
>11156541;First_Filter=FAILED;Last_filter=FAILED
>11155810;First_Filter=FAILED;Last_filter=FAILED
>11155595;First_Filter=FAILED;Last_filter=FAILED
>11149659;First_Filter=FAILED;Last_filter=FAILED
>11149654;First_Filter=FAILED;Last_filter=FAILED
>11146034;First_Filter=FAILED;Last_filter=FAILED
>11145039;First_Filter=FAILED;Last_filter=FAILED
>11145038;First_Filter=FAILED;Last_filter=FAILED
>11145030;First_Filter=FAILED;Last_filter=FAILED
>11145029;First_Filter=FAILED;Last_filter=FAILED
>11143921;First_Filter=FAILED;Last_filter=FAILED
>11139258;First_Filter=FAILED;Last_filter=FAILED
>11138336;First_Filter=FAILED;Last_filter=FAILED
>11138332;First_Filter=FAILED;Last_filter=FAILED
>11138331;First_Filter=FAILED;Last_filter=PASSED
>11136872;First_Filter=FAILED;Last_filter=FAILED
>11135084;First_Filter=FAILED;Last_filter=FAILED
>11134259;First_Filter=FAILED;Last_filter=PASSED
>11131154;First_Filter=FAILED;Last_filter=FAILED
>11128672;First_Filter=FAILED;Last_filter=PASSED
>11128671;First_Filter=FAILED;Last_filter=FAILED
>11128670;First_Filter=FAILED;Last_filter=FAILED
>11127565;First_Filter=FAILED;Last_filter=FAILED
>11127387;First_Filter=FAILED;Last_filter=FAILED
>11126669;First_Filter=FAILED;Last_filter=PASSED
>11126664;First_Filter=FAILED;Last_filter=FAILED
>11126658;First_Filter=FAILED;Last_filter=FAILED
>11126656;First_Filter=FAILED;Last_filter=FAILED
>11126654;First_Filter=FAILED;Last_filter=FAILED
>11125326;First_Filter=FAILED;Last_filter=FAILED
>11123778;First_Filter=FAILED;Last_filter=FAILED
>11123039;First_Filter=FAILED;Last_filter=FAILED
>11123038;First_Filter=FAILED;Last_filter=FAILED
>11123036;First_Filter=FAILED;Last_filter=FAILED
>11123035;First_Filter=FAILED;Last_filter=FAILED
>11122257;First_Filter=FAILED;Last_filter=FAILED
>11122256;First_Filter=FAILED;Last_filter=FAILED
>11120763;First_Filter=FAILED;Last_filter=FAILED
>11119071;First_Filter=FAILED;Last_filter=FAILED
>11119070;First_Filter=FAILED;Last_filter=FAILED
>11116845;First_Filter=FAILED;Last_filter=FAILED
>11115362;First_Filter=FAILED;Last_filter=PASSED
>11114285;First_Filter=FAILED;Last_filter=FAILED
>11114281;First_Filter=FAILED;Last_filter=FAILED
>11112433;First_Filter=FAILED;Last_filter=FAILED
>11110978;First_Filter=FAILED;Last_filter=FAILED
>11111547;First_Filter=FAILED;Last_filter=PASSED
>11110581;First_Filter=FAILED;Last_filter=FAILED
>11109761;First_Filter=FAILED;Last_filter=FAILED
>11109620;First_Filter=FAILED;Last_filter=FAILED
>11109619;First_Filter=FAILED;Last_filter=FAILED
>11109618;First_Filter=FAILED;Last_filter=FAILED
>11109617;First_Filter=FAILED;Last_filter=FAILED
>11107580;First_Filter=FAILED;Last_filter=FAILED
>11105472;First_Filter=FAILED;Last_filter=PASSED
>11105368;First_Filter=FAILED;Last_filter=FAILED
>11105367;First_Filter=FAILED;Last_filter=FAILED
>11100810;First_Filter=FAILED;Last_filter=FAILED
>11099682;First_Filter=FAILED;Last_filter=FAILED
>11101917;First_Filter=FAILED;Last_filter=FAILED
>24383641;First_Filter=FAILED;Last_filter=FAILED
>24383636;First_Filter=FAILED;Last_filter=FAILED
>19078498;First_Filter=FAILED;Last_filter=FAILED
>11097363;First_Filter=FAILED;Last_filter=FAILED
>11097286;First_Filter=FAILED;Last_filter=FAILED
>11095032;First_Filter=FAILED;Last_filter=FAILED
>11096772;First_Filter=FAILED;Last_filter=FAILED
>11093594;First_Filter=FAILED;Last_filter=FAILED
>11093460;First_Filter=FAILED;Last_filter=FAILED
>11093459;First_Filter=FAILED;Last_filter=FAILED
>11093439;First_Filter=FAILED;Last_filter=FAILED
>11093438;First_Filter=FAILED;Last_filter=FAILED
>11093143;First_Filter=FAILED;Last_filter=FAILED
>11092990;First_Filter=FAILED;Last_filter=FAILED
>11090698;First_Filter=FAILED;Last_filter=FAILED
>11090246;First_Filter=FAILED;Last_filter=FAILED
>11090243;First_Filter=FAILED;Last_filter=FAILED
>11087701;First_Filter=FAILED;Last_filter=FAILED
>11086315;First_Filter=FAILED;Last_filter=FAILED
>11085805;First_Filter=FAILED;Last_filter=FAILED
>11085688;First_Filter=FAILED;Last_filter=FAILED
>11085667;First_Filter=FAILED;Last_filter=FAILED
>11084941;First_Filter=FAILED;Last_filter=FAILED
>11083268;First_Filter=FAILED;Last_filter=FAILED
>11083265;First_Filter=FAILED;Last_filter=FAILED
>11081339;First_Filter=FAILED;Last_filter=FAILED
>11081011;First_Filter=FAILED;Last_filter=FAILED
>11078607;First_Filter=FAILED;Last_filter=FAILED
>11078476;First_Filter=FAILED;Last_filter=FAILED
>11072595;First_Filter=FAILED;Last_filter=FAILED
>11072529;First_Filter=FAILED;Last_filter=FAILED
>11071585;First_Filter=FAILED;Last_filter=FAILED
>11069519;First_Filter=FAILED;Last_filter=FAILED
>11069087;First_Filter=FAILED;Last_filter=FAILED
>11067960;First_Filter=FAILED;Last_filter=FAILED
>11064102;First_Filter=FAILED;Last_filter=FAILED
>11063295;First_Filter=FAILED;Last_filter=FAILED
>11060762;First_Filter=FAILED;Last_filter=FAILED
>11060534;First_Filter=FAILED;Last_filter=FAILED
>11059054;First_Filter=FAILED;Last_filter=FAILED
>11058571;First_Filter=FAILED;Last_filter=FAILED
>11057111;First_Filter=FAILED;Last_filter=FAILED
>11056673;First_Filter=FAILED;Last_filter=FAILED
>11053064;First_Filter=FAILED;Last_filter=FAILED
